6400	3200	79923	4.50140625	20.2975	2.746125
5658	3260	85053	5.959703075291623	19.611042944785275	2.43076875
5388	3308	90577	6.916666666666667	18.82466747279323	2.1144125
5254	3404	96580	7.539017891130567	17.83901292596945	1.81108125
5175	3421	102473	8.186473429951691	17.129494299912306	1.54758125
5181	3456	108462	8.717043041883807	16.272858796296298	1.3201625
5143	3483	114443	9.290297491736341	15.487510766580534	1.1273625
5136	3470	120136	9.84968847352025	14.829971181556196	0.97381875
5154	3412	126029	10.385719829258829	14.399179366940212	0.86091875
5193	3397	131708	10.915655690352397	13.81748601707389	0.7881
5252	3371	137397	11.425742574257425	13.26045683773361	0.7549625
5310	3291	138014	11.969679849340867	12.850197508356123	0.76025625
5341	3205	137994	12.600636584909193	12.56755070202808	0.77615625
5418	3044	137678	13.113695090439277	12.494743758212877	0.78893125
5499	2919	137380	13.583378796144753	12.343268242548818	0.80091875
5577	2773	137019	14.048951048951048	12.301117922827263	0.81423125
5683	2634	136641	14.414217842688721	12.231586940015186	0.8235375
5790	2511	136254	14.751986183074266	12.116288331342094	0.83291875
5905	2373	135893	15.114140558848433	12.066160977665403	0.84331875
5996	2242	135510	15.558372248165444	12.033898305084746	0.8560875
6079	2113	135207	15.963809837144266	12.105063890203501	0.86565
6225	1971	134915	16.223935742971886	12.26027397260274	0.87550625
6357	1863	134693	16.48875255623722	12.342458400429415	0.8859125
6520	1759	134376	16.692024539877302	12.411028993746447	0.89786875
6660	1623	133996	16.96276276276276	12.724584103512015	0.91296875
6804	1537	133639	17.20326278659612	12.862068965517242	0.92744375
6939	1427	133091	17.531776913099872	13.281009110021023	0.949875
7094	1349	132669	17.736255990978293	13.421052631578947	0.96344375
7222	1293	132163	18.031570202160065	13.562258313998454	0.9830625
7426	1214	131737	18.123619714516565	13.93986820428336	0.99914375
7607	1175	131244	18.2388589457079	13.982127659574468	1.0159375
7828	1124	130659	18.34031681144609	13.927046263345195	1.0375875
