6400	3200	79944	4.485156	21.10625	2.5125437
5693	3289	85800	5.978219	20.164185	2.1839812
5449	3373	92120	6.907506	19.161282	1.8579875
5333	3435	98845	7.5285954	18.229403	1.5523688
5272	3509	105353	8.172231	17.213736	1.2928874
5237	3561	112050	8.8056135	16.302725	1.0750375
5229	3582	118798	9.4115505	15.620603	0.901125
5245	3592	125459	9.987607	14.941815	0.7707375
5255	3551	132066	10.665271	14.497043	0.689575
5327	3521	138602	11.290032	13.975575	0.6564
5370	3458	139144	11.950465	13.582129	0.6639625
5440	3373	139094	12.4987135	13.290543	0.6741812
5492	3294	138715	13.05244	12.992106	0.68346876
5582	3154	138344	13.559477	12.854154	0.69404376
5665	3067	137967	14.055251	12.536029	0.70359373
5760	2974	137663	14.447396	12.320444	0.7087625
5837	2826	137341	14.901662	12.267162	0.71439373
5902	2723	137032	15.415283	12.141388	0.724875
6027	2604	136902	15.745645	12.034562	0.73005
6176	2430	136680	16.051813	12.16214	0.739475
6335	2303	136416	16.308445	12.159792	0.7491438
6456	2178	136101	16.639715	12.204316	0.7594125
6602	2065	135781	16.948803	12.1854725	0.77165
6758	1918	135471	17.14812	12.584985	0.78261876
6900	1795	135085	17.39855	12.891365	0.7939
7059	1691	134578	17.692308	12.989355	0.8119375
7235	1612	134229	17.890255	12.986352	0.82478124
7414	1528	133724	18.091719	13.090314	0.84084374
7557	1458	133219	18.388382	13.233196	0.8588125
7776	1403	132765	18.481482	13.154669	0.8723875
8002	1327	132212	18.594477	13.257724	0.89094377
8215	1249	131564	18.760681	13.631705	0.915325
8408	1228	130873	19.003805	13.2386	0.93880624
8635	1157	130277	19.089867	13.473639	0.954875
8826	1082	129729	19.263765	14.003696	0.9736875
9058	1019	129119	19.332523	14.455348	0.9905375
9292	972	128430	19.4774	14.640946	1.0134188
9550	930	127798	19.537067	14.966666	1.03385
9830	913	127067	19.563581	14.840088	1.0546625
10058	885	126433	19.679558	14.820339	1.0732688
10352	835	125767	19.704985	15.366467	1.0989938
10625	795	125087	19.774023	15.869183	1.1244937
10926	771	124331	19.797821	15.824903	1.146925
11208	741	123651	19.794075	16.477734	1.166825
11507	730	123051	19.740679	16.587671	1.1794375
11808	714	122323	19.778625	16.637255	1.2053437
12070	698	121561	19.861557	16.683382	1.2304688
12338	685	120829	19.939861	16.535767	1.253475
12667	665	120055	19.92587	16.634586	1.2766312
13015	629	119323	19.88567	17.5469	1.3036687
13403	603	118516	19.823696	18.122719	1.3342875
13776	586	117610	19.78869	18.506826	1.3666126
14162	565	116771	19.695948	19.18407	1.3917
14520	545	115711	19.663706	19.805504	1.4209375
14897	548	114875	19.613144	19.541971	1.4479938
15252	543	113959	19.602741	19.52302	1.4780937
15626	530	113035	19.563292	20.071697	1.5055625
16003	514	112039	19.525213	21.027237	1.5360312
16359	508	111228	19.508345	20.97244	1.5585876
16717	507	110370	19.473291	21.431953	1.586875
17070	490	109443	19.484007	22.610205	1.6204313
17380	488	108412	19.55512	22.559425	1.6524688
17809	486	107486	19.485933	22.553497	1.68155
18271	471	106473	19.395544	23.174097	1.7141813
18733	479	105540	19.298405	22.97286	1.74425
19160	474	104489	19.25835	23.175106	1.7782187
19595	476	103442	19.219904	23.090336	1.8141687
20037	460	102475	19.132206	23.902174	1.8373874
20461	468	101494	19.08763	23.365385	1.86615
20928	471	100633	18.990156	23.41189	1.8926625
21398	477	99561	18.919947	23.471699	1.9299375
21914	480	98500	18.80419	23.789583	1.9633813
22371	473	97614	18.729158	24.183933	1.9896874
22819	465	96667	18.659363	24.787096	2.0176563
23264	465	95702	18.603336	25.16344	2.05045
23704	463	94759	18.544846	26.168467	2.084525
24186	461	93828	18.42905	26.796095	2.1058438
24652	461	93003	18.333847	26.880693	2.1269689
25118	479	92114	18.237997	26.202505	2.1504188
25641	480	91330	18.111305	26.816668	2.17855
26138	478	90349	18.026054	27.389122	2.2157311
26710	483	89599	17.829952	28.186335	2.2332811
27156	490	88653	17.752504	28.593878	2.2643688
27702	489	87761	17.63508	28.836401	2.29725
28203	502	86894	17.542141	28.430279	2.3304625
28692	521	85919	17.4358	27.504799	2.3574688
29186	528	84951	17.325464	27.441288	2.3836124
29734	544	84019	17.185074	26.987133	2.4091625
30144	556	83033	17.140858	26.973022	2.4421625
30632	570	82281	17.03258	26.984211	2.4697876
31065	578	81224	16.952583	27.423876	2.4963686
31520	590	80350	16.873667	27.276272	2.524275
31939	594	79598	16.801214	27.648148	2.5475626
32421	601	78752	16.694765	28.633944	2.5773437
32895	608	77942	16.578842	29.157894	2.599025
33403	626	77205	16.43607	29.297125	2.6167688
33824	648	76474	16.341768	29.126543	2.635025
34289	659	75843	16.234652	29.69044	2.6563625
34715	668	75099	16.145239	30.19012	2.6809
35147	678	74277	16.058384	30.70649	2.7088313
35550	696	73406	16.004951	30.547413	2.7423124
35955	715	72965	15.885273	30.524475	2.7470062
36333	724	72403	15.806567	30.95304	2.7669437
36801	733	71704	15.686856	31.57708	2.7882626
37100	750	70912	15.642345	31.697332	2.8115687
37423	769	70163	15.583304	32.045513	2.832625
37722	787	69563	15.527809	32.266834	2.8482687
38071	798	69102	15.443382	32.615288	2.8594875
38425	816	68779	15.3515415	32.48652	2.8681064
38740	834	68430	15.286964	32.41367	2.8868563
39058	858	67649	15.221568	31.980186	2.9043813
39421	873	67256	15.121864	32.005726	2.9132
39819	890	66843	15.009995	32.278652	2.9255812
40091	889	66348	14.953905	33.091114	2.94635
40455	920	65886	14.861204	32.748913	2.9648688
40642	931	65371	14.824393	33.43609	2.98275
40863	952	64837	14.764408	33.90546	2.9978063
41145	971	64286	14.6948595	33.6828	3.0107625
41449	1003	64071	14.595189	33.135593	3.013525
41723	1028	63655	14.516478	33.066147	3.0272062
41958	1048	63209	14.429787	33.591602	3.03615
42189	1090	62771	14.359525	33.023853	3.047875
42401	1102	62484	14.29879	33.381126	3.0593376
42607	1117	62198	14.235103	33.593555	3.0697937
42866	1129	61952	14.1556015	33.841454	3.0784626
43014	1151	61649	14.105733	34.02085	3.0891938
43178	1172	61396	14.037704	34.61348	3.0964563
43381	1197	61122	13.943224	34.749374	3.0965688
43539	1206	61110	13.859735	35.354893	3.0924938
43642	1238	60984	13.799597	35.38934	3.0926187
43779	1255	60922	13.720665	35.628685	3.093925
43854	1283	60729	13.678296	35.8371	3.1046875
43997	1315	60629	13.6072235	35.98175	3.1098
44194	1353	60451	13.5329685	35.684406	3.118675
44231	1382	60342	13.493297	35.751087	3.1261563
44274	1437	60269	13.447599	35.035492	3.1293561
44407	1470	60259	13.356948	34.84966	3.1229875
44372	1498	60230	13.304922	35.259678	3.11515
44342	1514	60076	13.27351	35.694187	3.1184375
44241	1536	60181	13.239416	36.085285	3.1081624
44212	1573	60306	13.2010765	36.027336	3.1072626
44202	1599	60334	13.16092	36.03377	3.1081562
44240	1647	60369	13.118377	35.63995	3.1132188
44281	1705	60465	13.05569	35.350147	3.1147876
44243	1752	60550	13.015483	35.083904	3.113975
44191	1809	60256	13.000905	34.54671	3.1259
44140	1868	60110	12.965858	34.3394	3.1262562
44098	1912	60131	12.932037	34.277195	3.1276126
44025	1944	60011	12.89465	34.570988	3.1244311
43942	2018	60153	12.854786	34.05451	3.1144812
43886	2055	60280	12.812947	34.172264	3.107275
43799	2094	60503	12.778397	34.11127	3.0994563
43613	2118	60743	12.764268	34.46412	3.0883625
43437	2158	60807	12.748832	34.651066	3.0856874
43297	2186	61067	12.744439	34.89433	3.0845938
43239	2235	61176	12.716691	34.654587	3.0838876
43104	2276	61400	12.703114	34.7355	3.0793064
43051	2303	61687	12.653689	34.94659	3.0679126
42919	2364	61864	12.627344	34.686546	3.0584812
42807	2438	61898	12.6038265	34.4032	3.0600562
42703	2483	62147	12.560406	34.465164	3.0483437
42542	2511	62319	12.549151	34.517723	3.03785
42341	2591	62585	12.549656	34.04979	3.0300624
42204	2620	62883	12.534523	34.25649	3.0233188
42123	2673	63050	12.50787	34.310513	3.0245688
42016	2728	63224	12.485648	34.222507	3.0219126
41845	2792	63233	12.4833555	33.90795	3.0214126
41600	2833	63336	12.498509	34.041298	3.01585
41408	2912	63784	12.480897	33.772663	3.001425
41266	2972	63932	12.466146	33.490578	2.993175
41003	3028	64094	12.474209	33.547558	2.984725
40874	3109	64290	12.460464	33.12126	2.9770062
40698	3156	64528	12.460686	33.100445	2.9675312
40478	3197	64763	12.489747	32.971222	2.9658437
40286	3241	65108	12.482649	33.110767	2.9544876
40143	3291	65342	12.486536	33.06928	2.9526
